ZIPCode,ideal_count,Latitude,Longitude,Ideal Customer Count:,TopOccupations_x,TopOccupations_y,Most Common Occupations:
33261,3,25.883976,-80.214287,3,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
33265,5,25.733937,-80.382531,5,"['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']","['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']","['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']"
33266,1,25.821403,-80.283615,1,"['AutomotiveBuff', 'BookReader', 'CookingEnthusiast']","['AutomotiveBuff', 'BookReader', 'CookingEnthusiast']","['AutomotiveBuff', 'BookReader', 'CookingEnthusiast']"
33269,3,25.94517,-80.205945,3,"['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']","['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']","['PresenceOfChildrenInd', 'AutomotiveBuff', 'BookReader']"
33283,4,25.690591,-80.38799,4,"['BookReader', 'HomeDecoratingEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'HomeDecoratingEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'HomeDecoratingEnthusiast', 'PresenceOfChildrenInd']"
33296,5,25.66513,-80.323514,5,"['BookReader', 'Gardener', 'HomeDecoratingEnthusiast']","['BookReader', 'Gardener', 'HomeDecoratingEnthusiast']","['BookReader', 'Gardener', 'HomeDecoratingEnthusiast']"
33301,195,26.122406,-80.117766,195,"['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']"
33302,2,26.141525,-80.120964,2,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
33303,2,26.119135,-80.129043,2,"['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'AutomotiveBuff']","['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'AutomotiveBuff']","['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'AutomotiveBuff']"
33304,217,26.139424,-80.123093,217,"['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']"
33305,176,26.158759,-80.103271,176,"['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']"
33306,48,26.16885,-80.119965,48,"['BookReader', 'OutdoorEnthusiast', 'CookingEnthusiast']","['BookReader', 'OutdoorEnthusiast', 'CookingEnthusiast']","['BookReader', 'OutdoorEnthusiast', 'CookingEnthusiast']"
33308,348,26.203641,-80.114012,348,"['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']"
33309,389,26.208616,-80.186043,389,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
33310,11,26.164223,-80.169124,11,"['PresenceOfChildrenInd', 'VeteranInHousehold', 'HealthAndBeauty']","['PresenceOfChildrenInd', 'VeteranInHousehold', 'HealthAndBeauty']","['PresenceOfChildrenInd', 'VeteranInHousehold', 'HealthAndBeauty']"
33311,666,26.155223,-80.156822,666,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
33312,497,26.050252,-80.195426,497,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
33313,542,26.14663,-80.213741,542,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
33314,242,26.076993,-80.225722,242,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
33315,138,26.088019,-80.159119,138,"['PresenceOfChildrenInd', 'HomeDecoratingEnthusiast', 'BookReader']","['PresenceOfChildrenInd', 'HomeDecoratingEnthusiast', 'BookReader']","['PresenceOfChildrenInd', 'HomeDecoratingEnthusiast', 'BookReader']"
33316,131,26.11133,-80.124671,131,"['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']"
33317,361,26.133029,-80.247789,361,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
33318,6,26.127714,-80.249865,6,"['CookingEnthusiast', 'PresenceOfChildrenInd', 'BookReader']","['CookingEnthusiast', 'PresenceOfChildrenInd', 'BookReader']","['CookingEnthusiast', 'PresenceOfChildrenInd', 'BookReader']"
33319,496,26.199674,-80.214553,496,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
33320,7,26.195547,-80.255672,7,"['PresenceOfChildrenInd', 'OutdoorEnthusiast', 'FoodWines']","['PresenceOfChildrenInd', 'OutdoorEnthusiast', 'FoodWines']","['PresenceOfChildrenInd', 'OutdoorEnthusiast', 'FoodWines']"
33321,569,26.216321,-80.257918,569,"['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']"
33322,480,26.138659,-80.276794,480,"['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']"
33323,235,26.134278,-80.31829,235,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
33324,481,26.125295,-80.276774,481,"['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']"
33325,268,26.125455,-80.303759,268,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
33326,376,26.121834,-80.384255,376,"['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']"
33327,202,26.123901,-80.403054,202,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
33328,277,26.0863,-80.260657,277,"['BookReader', 'PresenceOfChildrenInd', 'CookingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'CookingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'CookingEnthusiast']"
33329,6,26.110365,-80.304288,6,"['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']"
33330,145,26.064379,-80.332395,145,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
33331,228,26.044679,-80.353851,228,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
33332,104,26.050224,-80.398433,104,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
33334,313,26.196677,-80.138625,313,"['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']"
33335,1,26.169139,-80.130465,1,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
33338,3,26.127714,-80.249865,3,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
33339,2,26.169065,-80.115195,2,"['AutomotiveBuff', 'BookReader', 'CookingEnthusiast']","['AutomotiveBuff', 'BookReader', 'CookingEnthusiast']","['AutomotiveBuff', 'BookReader', 'CookingEnthusiast']"
33345,3,26.165694,-80.297223,3,"['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'BookReader']","['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'BookReader']","['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'BookReader']"
33346,1,26.101592,-80.126703,1,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
33348,1,26.16965,-80.101405,1,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
33351,355,26.187574,-80.256435,355,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
33355,2,26.110365,-80.304288,2,"['FoodWines', 'CookingEnthusiast', 'PresenceOfChildrenInd']","['FoodWines', 'CookingEnthusiast', 'PresenceOfChildrenInd']","['FoodWines', 'CookingEnthusiast', 'PresenceOfChildrenInd']"
33359,1,26.163585,-80.233731,1,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
33388,1,26.119718,-80.254728,1,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
33394,3,26.121667,-80.139702,3,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
33401,287,26.723565,-80.063527,287,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
33402,9,26.701491,-80.036238,9,"['PresenceOfChildrenInd', 'CookingEnthusiast', 'FoodWines']","['PresenceOfChildrenInd', 'CookingEnthusiast', 'FoodWines']","['PresenceOfChildrenInd', 'CookingEnthusiast', 'FoodWines']"
33403,131,26.800236,-80.066178,131,"['BookReader', 'HomeDecoratingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'ExerciseEnthusiast']"
33404,292,26.768989,-80.07083,292,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
33405,182,26.656201,-80.052325,182,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
33406,218,26.661341,-80.1007,218,"['BookReader', 'PresenceOfChildrenInd', 'CookingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'CookingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'CookingEnthusiast']"
33407,250,26.751249,-80.057545,250,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
33408,213,26.809115,-80.065937,213,"['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']"
33409,237,26.696358,-80.104261,237,"['BookReader', 'PresenceOfChildrenInd', 'ExerciseEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'ExerciseEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'ExerciseEnthusiast']"
33410,393,26.862884,-80.070431,393,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
33411,745,26.701044,-80.24556,745,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
33412,174,26.815062,-80.292949,174,"['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'HomeDecoratingEnthusiast']"
33413,175,26.668338,-80.154101,175,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
33414,615,26.645911,-80.186359,615,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
33415,390,26.675912,-80.119174,390,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
33416,8,26.66507,-80.091206,8,"['BookReader', 'ExerciseEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'ExerciseEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'ExerciseEnthusiast', 'PresenceOfChildrenInd']"
33417,267,26.702868,-80.123165,267,"['BookReader', 'ExerciseEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'ExerciseEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'ExerciseEnthusiast', 'PresenceOfChildrenInd']"
33418,495,26.905791,-80.150991,495,"['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']"
33419,6,26.780695,-80.08668,6,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
33420,5,26.842237,-80.087827,5,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
33421,11,26.683339,-80.20613,11,"['PresenceOfChildrenInd', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']"
33422,11,26.735386,-80.117579,11,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
33424,1,26.52675,-80.092967,1,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
33425,4,26.52675,-80.092967,4,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
33426,234,26.522652,-80.07632,234,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
33427,2,26.353134,-80.111513,2,"['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'BookReader']","['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'BookReader']","['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'BookReader']"
33428,414,26.364538,-80.21821,414,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
33429,3,26.352038,-80.084245,3,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
33430,123,26.695544,-80.636359,123,"['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'HomeDecoratingEnthusiast']","['PresenceOfChildrenInd', 'ExerciseEnthusiast', 'HomeDecoratingEnthusiast']"
33431,191,26.381716,-80.089325,191,"['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']"
33432,219,26.352651,-80.077903,219,"['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']"
33433,475,26.332024,-80.186745,475,"['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']"
33434,235,26.370438,-80.187782,235,"['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']","['BookReader', 'CookingEnthusiast', 'HomeDecoratingEnthusiast']"
33435,373,26.546981,-80.053591,373,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
33436,392,26.534768,-80.098799,392,"['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']"
33437,404,26.489614,-80.135429,404,"['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']"
33438,7,26.862836,-80.631532,7,"['PresenceOfChildrenInd', 'FoodWines', 'UpscaleLiving']","['PresenceOfChildrenInd', 'FoodWines', 'UpscaleLiving']","['PresenceOfChildrenInd', 'FoodWines', 'UpscaleLiving']"
33440,144,26.751182,-80.946019,144,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
33441,284,26.311648,-80.082003,284,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
33442,337,26.313932,-80.132986,337,"['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'CookingEnthusiast', 'ExerciseEnthusiast']"
33443,3,26.318069,-80.099425,3,"['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'BookReader']","['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'BookReader']","['PresenceOfChildrenInd', 'OnlinePurchasingIndicator', 'BookReader']"
33444,238,26.430528,-80.078922,238,"['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']"
33445,322,26.439045,-80.108505,322,"['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'HomeDecoratingEnthusiast']"
33446,331,26.445316,-80.166623,331,"['BookReader', 'HomeDecoratingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'ExerciseEnthusiast']"
33448,1,26.452597,-80.207384,1,"['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']","['PresenceOfChildrenInd', 'FoodWines', 'Jewelry']"
33449,99,26.629849,-80.212878,99,"['BookReader', 'PresenceOfChildrenInd', 'CookingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'CookingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'CookingEnthusiast']"
33454,5,26.614322,-80.14573,5,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
33455,233,27.070242,-80.133494,233,"['BookReader', 'HomeDecoratingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'ExerciseEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'ExerciseEnthusiast']"
33458,534,26.951471,-80.137481,534,"['CookingEnthusiast', 'HomeDecoratingEnthusiast', 'BookReader']","['CookingEnthusiast', 'HomeDecoratingEnthusiast', 'BookReader']","['CookingEnthusiast', 'HomeDecoratingEnthusiast', 'BookReader']"
33460,236,26.604517,-80.064424,236,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
33461,333,26.619749,-80.092146,333,"['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'ExerciseEnthusiast']"
33462,306,26.573889,-80.073433,306,"['BookReader', 'PresenceOfChildrenInd', 'CookingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'CookingEnthusiast']","['BookReader', 'PresenceOfChildrenInd', 'CookingEnthusiast']"
33463,521,26.610655,-80.131325,521,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
33465,3,26.584629,-80.052458,3,"['BookReader', 'OutdoorEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'OutdoorEnthusiast', 'PresenceOfChildrenInd']","['BookReader', 'OutdoorEnthusiast', 'PresenceOfChildrenInd']"
33466,3,26.619002,-80.107783,3,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
33467,601,26.587544,-80.191314,601,"['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']"
33468,15,26.921436,-80.101463,15,"['BookReader', 'HomeDecoratingEnthusiast', 'OutdoorSportsLover']","['BookReader', 'HomeDecoratingEnthusiast', 'OutdoorSportsLover']","['BookReader', 'HomeDecoratingEnthusiast', 'OutdoorSportsLover']"
33469,156,26.976153,-80.128089,156,"['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']","['BookReader', 'HomeDecoratingEnthusiast', 'CookingEnthusiast']"
33470,389,26.781625,-80.27482,389,"['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']","['PresenceOfChildrenInd', 'BookReader', 'CookingEnthusiast']"
33471,36,26.829797,-81.108879,36,"['OutdoorEnthusiast', 'ExerciseEnthusiast', 'PresenceOfChildrenInd']","['OutdoorEnthusiast', 'ExerciseEnthusiast', 'PresenceOfChildrenInd']","['OutdoorEnthusiast', 'ExerciseEnthusiast', 'PresenceOfChildrenInd']"
